symbol,date,close,volume,vwap,weekly_log_return,target,MA_200,MA_100,MA_50,vol_1M,vol_6M,vol_12M,RSI_3,RSI_9,RSI_14,hband,lband,momentum_12M,momentum_6M,momentum_1M
AAPL,2022-01-26,159.69,108275308,161.35,-0.040137935694592265,0,147.8017,158.15540000000001,169.0138,0.024005015774465188,0.1797046951238719,0.2983897393555621,3.34561997484181,22.148663924243948,32.12685761760146,184.8398284175088,157.9651715824912,0.1241024919048288,0.10146227065802194,-0.11445682914656474
AAPL,2022-02-02,175.84,84914300,174.95,0.09634005480253555,1,148.73239999999998,159.0118,170.6512,0.0428208831546919,0.24534043992515672,0.3300570207763519,90.62008362889112,65.94343598352759,59.887269484881124,180.925804545766,157.67119545423398,0.3128266387934897,0.1965974821367813,-0.03389923630569747
AAPL,2022-02-09,176.28,71285038,175.97,0.0024991493184749114,1,149.72834999999998,160.2769,171.984,0.02518058492227755,0.24989062309482848,0.3155920301710691,79.42850655208721,64.00774777129733,59.34104065270575,181.16771702956925,157.5992829704307,0.3020163970751164,0.20855614973262027,0.02375283117486493
AAPL,2022-02-16,172.55,61177400,171.9475,-0.02138659042977379,0,150.7087,161.567,172.6638,0.009616529315344607,0.24166434274834456,0.3182633521580154,59.49537428710787,53.51951720681846,52.705023891370985,180.7346731176274,157.84832688237256,0.3302752293577982,0.17894233397103032,0.016195524146054074
AAPL,2022-02-23,160.07,90009247,162.8775,-0.07646576476642425,0,151.43705000000003,162.4566,171.8698,0.06047160067119165,0.25216059758229853,0.3206401993477019,7.137550030838057,28.556669096539437,35.42388835152916,180.31146731918918,159.49653268081082,0.27698444355803753,0.06984360379628374,-0.009590397228065872
AAPL,2022-03-02,166.56,79724800,165.315,0.03974438530805269,1,152.41254999999998,163.59939999999997,170.86379999999997,0.05629689245776836,0.23564522306635768,0.29407640940772123,66.32775027980078,48.92199739944049,47.775919292133636,178.25919900471393,159.93280099528602,0.3645747992790431,0.09701639992096411,-0.047030552694816374
AAPL,2022-03-09,162.95,91454905,161.8125,-0.021912199583088304,1,153.3111,164.57139999999998,169.54579999999999,0.024800675042004342,0.208865460186471,0.2941325297088188,59.0766189570933,46.28146406097158,45.46954027189412,175.66904204159283,156.66995795840717,0.358143023837306,0.05054477467603613,-0.05073983455668185
AAPL,2022-03-16,159.59,102300200,157.775,-0.02083537887247545,0,154.06425,164.968,167.18780000000004,0.042630634065729436,0.1266689502664973,0.2833181624710736,65.4024316571091,48.033032148847305,45.99678592671769,172.4786939499065,151.84430605009348,0.27917601795447267,0.07085821646648327,-0.055009474182851736
AAPL,2022-03-23,170.21,98062700,169.6225,0.06442494240878663,1,155.07365,165.77739999999997,166.3484,0.0334034311468863,0.22385303296749592,0.3307953854288537,91.95178102135492,65.42573657884846,58.74372188517093,171.6310904905322,152.2809095094678,0.41735365142809555,0.1670209118957835,0.03584469328140227
AAPL,2022-03-30,177.77,92633200,178.1575,0.043457611114712406,1,156.2757,167.0763,166.65740000000002,0.017642520370928845,0.2610725169544956,0.35556586525101475,77.86976973790041,72.20060367265586,65.2212136617009,180.94681034075464,148.83018965924535,0.45534179287760956,0.24462647903101575,0.0892769607843138
AAPL,2022-04-06,171.83,89058800,171.9875,-0.03398496397594021,0,157.35354999999998,168.3356,167.85140000000004,0.044053637835611364,0.23789480495816895,0.34171793542800555,27.570867671308235,50.519376624439246,52.78804561052461,185.46927376750006,150.82372623249995,0.3181190549248236,0.21007042253521147,0.09139989837398388
AAPL,2022-04-13,170.4,70618925,168.9,-0.008357001563438427,1,158.2271,169.1725,167.9996,0.05616801705091317,0.251648185083149,0.3340702348589982,56.56107095694202,49.77976888135087,51.101173294525346,181.31788501514586,161.72411498485417,0.2669144981412639,0.20928252075793075,0.0987168740731188
AAPL,2022-04-20,167.23,67929814,167.7425,-0.00256800881667989,0,158.771,169.3732,167.4436,0.04692800080125296,0.23376580656022528,0.28948504777094575,49.72096587000331,45.236513852215076,47.43132054100187,180.46889446888073,163.19210553111927,0.2526591760299626,0.12415972035493406,0.01118635868907969
AAPL,2022-04-27,156.57,88063200,156.9125,-0.06586691606959985,0,159.178,169.30899999999997,166.31779999999998,0.056115164493215644,0.23539986334991034,0.3020776982297818,11.573225071327514,27.63742019029307,34.6800364100809,180.39494004519298,156.35605995480705,0.1721066027848479,0.048553442271631386,-0.108371298405467
AAPL,2022-05-04,166.02,108256503,162.8575,0.05860506870345811,1,159.53865000000002,168.87669999999997,165.49599999999998,0.08362308898920501,0.17274524106381842,0.3105478729222271,78.06597944782752,55.26124823211615,51.77836240601183,174.19596219695373,155.01103780304626,0.2960187353629977,0.10665244634048787,-0.0696032279757901
AAPL,2022-05-11,146.5,142689825,150.315,-0.12508283456976765,0,159.69165,167.7371,164.5188,0.10573383913955173,0.17187987694392165,0.32457003720272004,19.33269901998227,31.15780604524757,34.59603328915763,172.3286000527985,148.84339994720148,0.19328826260487086,-0.02857900669716862,-0.11613876319758676
AAPL,2022-05-18,140.82,109742900,143.7325,-0.03954294936613493,0,159.6712,166.33180000000002,162.77020000000002,0.028482445813997687,0.18281700580465673,0.3399613283558305,26.72355270566763,32.93118091852307,35.02399088066656,169.95513764642124,140.20486235357873,0.12936081482075545,-0.06741721854304639,-0.15878136200716852
AAPL,2022-05-25,140.52,92482700,139.77,-0.0021326516933607388,0,159.50665,164.3734,161.1106,0.06438373634616304,0.1844119369045666,0.3429769529431238,44.50406092175396,38.21084555410227,38.18752366901052,167.1360546587909,132.47094534120913,0.10776507686243608,-0.12942196889907676,-0.1038265306122449
AAPL,2022-06-01,148.71,74286635,149.5075,0.05778754998557783,1,159.48665,163.1968,159.9386,0.03946379008975871,0.25420477035266537,0.3655235602511526,74.23665421933386,52.855393549440954,48.118404840257824,161.65130201463805,133.17969798536197,0.18910922757076598,-0.10036297640653358,-0.058559128893390766
AAPL,2022-06-08,147.96,53950201,148.4675,-0.005056133736338925,1,159.4779,161.9192,157.4582,0.028823505435232728,0.26442086136467535,0.32100868106342906,53.722740581395115,50.94087520709462,47.960654672717894,153.06604335401502,137.040956645985,0.16384802957602473,-0.13564668769716082,-0.026963040904905866
AAPL,2022-06-15,135.43,91533000,134.805,-0.08848706529697321,0,159.1409,160.35739999999998,153.3732,0.0477202435296857,0.28960026244552983,0.32217729168188325,40.57055458921379,36.4949952999044,38.172223614864556,153.8644411316809,131.13155886831908,0.04056857472147524,-0.22314002179773995,-0.06946543905455538
AAPL,2022-06-22,135.35,73409234,135.4525,0.019321029208536417,0,158.74365,159.2827,150.2476,0.11380395530843584,0.2766515635565494,0.333755161948502,57.345786143709915,42.50357651480445,41.484829135521515,154.81772795492265,127.57527204507731,0.010225406777131019,-0.2026509572901326,-0.016280252925358063
AAPL,2022-06-29,139.23,66242411,138.5075,0.02826322586088396,1,158.41299999999998,157.5807,147.52939999999998,0.0710434913947953,0.3017982393721413,0.3671561098742139,54.89797284355097,50.0007549606646,47.117187736807956,152.49174539196704,127.413254608033,0.02127191373872206,-0.2234368899548218,-0.06956696070569368
AAPL,2022-07-06,142.92,74064300,142.3675,0.03909757491926367,1,158.25365,156.2304,145.4752,0.05190014125436367,0.29499775527157257,0.3697903811108745,77.90449335560163,58.134592086719415,52.594767607128354,148.27501516988949,128.49898483011052,0.00633713561470195,-0.21476841931761992,-0.016921172100701654
AAPL,2022-07-13,145.49,71185600,144.2625,0.017822322572088434,1,158.27185,154.9767,144.1166,0.047177630901794804,0.2824599905447536,0.3854129377653046,59.01588146834115,59.544842932641245,54.84329935403755,149.37719045457115,129.5258095454288,-0.0010299368305408674,-0.15506126952784705,0.060964048712900176
AAPL,2022-07-20,153.04,64823413,152.0625,0.0505919694047001,1,158.4493,154.24110000000002,143.16140000000001,0.03157511239115652,0.2754725212597021,0.3869679544313167,79.29112530966991,69.094456538773,62.77133874231336,153.52650343159385,133.78349656840615,0.047143345877523,-0.09870435806831579,0.16327151109759797
AAPL,2022-07-27,156.79,78620700,154.715,0.02420800524036159,1,158.761,153.68929999999997,143.7222,0.02906597430753137,0.12601523402822842,0.36986064556006865,76.41906549973244,69.03236157748437,64.35127903048053,158.59739093001016,136.35260906998982,0.06827008244191579,-0.018713230692201877,0.10680502611887621
AAPL,2022-08-03,166.13,82507500,163.5775,0.05786328402602842,1,159.2294,153.7506,145.6616,0.004112375813105327,0.11560982112545541,0.35364978676970055,83.45739598541877,75.93296290251607,70.83470122877841,165.10541106897108,140.6595889310289,0.12737513572204118,-0.04856537426264251,0.1735659790901385
AAPL,2022-08-10,169.24,70170540,168.29,0.018547211453479415,1,159.66665,154.246,147.91719999999998,0.011717328604997943,0.08992739641515171,0.3330287563703866,89.59040377063634,77.89588070471748,72.64522895344669,171.13977316772605,144.68322683227393,0.16236263736263745,-0.03197391751987644,0.1602906897024543
AAPL,2022-08-17,174.55,79542037,174.01,0.030893407699178334,1,160.22755,154.435,150.3388,0.016957268860798038,0.0832771007036517,0.32010547448459853,91.80806641956899,81.75076823969,76.15759832418887,177.39196201433612,149.59203798566392,0.16219455356548385,0.010185774639736245,0.1559602649006624
AAPL,2022-08-24,167.53,53841524,167.3025,-0.04104879384560409,0,160.704,154.0984,153.1324,0.03343827968044292,0.1437715492121786,0.32164839077125934,21.70831314171197,51.25786208890377,57.8648278003586,176.7411651029363,157.96483489706372,0.11970324822884648,0.046604610482913866,0.10507915567282322
AAPL,2022-08-31,157.22,87991100,158.8125,-0.0635163413398306,0,161.02465,153.49220000000003,156.042,0.02143325223393862,0.198775529656743,0.250345343208171,8.309624823316312,28.83979420718039,39.31511730188249,177.10306703660817,157.96793296339186,0.03550023052097728,-0.05607588856868395,-0.017436410224360932
AAPL,2022-09-07,155.96,87449600,155.265,-0.018738440110148386,0,161.08415,152.9958,157.3884,0.04504862175681684,0.21479834268058023,0.276943519048012,36.20334522815229,32.15654984521579,39.42845401705681,179.12483834825156,152.2771616517485,-0.004658880592252168,-0.009400406504064929,-0.05404257900163767
AAPL,2022-09-14,155.31,87965409,155.2025,-0.004176444532476985,1,160.99755,152.5258,159.19899999999998,0.05188217679872041,0.19144451186198527,0.2642288034230889,42.54949784188414,41.64760982157999,43.41095551833666,175.7051133515065,148.5328866484935,0.048541722927356146,0.0014185311754464358,-0.10323921704486405
AAPL,2022-09-21,153.72,101696800,155.85,-0.010290353885276476,1,160.75885,152.1907,160.0216,0.06837472728778776,0.17123251704484901,0.26512933689035967,43.43568323484725,43.237085670623465,43.946857265263745,167.6136647846306,147.9393352153694,0.0717423133235724,-0.0894443786281246,-0.08265202601897714
AAPL,2022-09-28,149.84,146691400,148.24,-0.025564707560810068,1,160.20860000000002,151.7673,160.2884,0.027127933865551065,0.1373478645469995,0.2664458370733519,27.73177394402184,37.51392542392599,39.92837975276466,160.81135056681987,148.1486494331801,0.05588048763300679,-0.16271792579347344,-0.07150824141777168
AAPL,2022-10-05,146.4,79471000,145.215,-0.023225456608621884,0,159.4229,151.3945,159.2604,0.05310647057076246,0.15657855823343408,0.2833552040053981,60.13776130511562,43.224424649677495,42.17152140586275,162.58319370420085,139.79180629579915,0.03748848416129258,-0.16371529761224723,-0.0526111434672879
AAPL,2022-10-12,138.34,70433744,138.9975,-0.05662817835477258,0,158.56425000000002,151.22650000000002,157.3622,0.06544089601202668,0.15578777154840218,0.2794928451328467,17.031125504819542,30.859109599995946,33.972576967157906,158.82208792303382,135.43791207696617,-0.022401243728358278,-0.17487772873672902,-0.10075403016120643
AAPL,2022-10-19,143.86,61758340,143.0,0.03912618126677164,1,157.63895,151.2868,155.04840000000002,0.04654557030075364,0.1639515781237202,0.2543264319762014,67.1639206724692,49.42243914014302,45.90089424777687,153.5356522919982,135.0463477080018,-0.03293896208658231,-0.139747652933086,-0.08311026131293808
AAPL,2022-10-26,149.35,88436172,150.085,0.03745194022290844,0,156.99305,151.267,152.7634,0.022106611412077516,0.20185825840935245,0.27282859015364785,57.739539176949535,57.95061560682127,53.28850722406609,151.4389509251779,135.76904907482208,0.00020091079560669023,-0.04611355943028672,-0.015880337374802322
AAPL,2022-11-02,145.03,93604623,147.7875,-0.029351927089960036,0,156.4125,151.5368,150.6542,0.07616525282657181,0.21240914726370552,0.2639305825599328,28.119101989578738,45.34089886139551,46.57680278359289,155.28755457079063,135.31344542920937,-0.03326223170243969,-0.12643055053608,-0.007323750855578348
