symbol,date,close,volume,vwap,weekly_log_return,target,MA_200,MA_100,MA_50,vol_1M,vol_6M,vol_12M,RSI_3,RSI_9,RSI_14,hband,lband,momentum_12M,momentum_6M,momentum_1M
AAPL,2022-11-09,134.87,74917800,136.6275,-0.07262926604339244,0,155.7925,151.8254,148.0358,0.042176200759595196,0.25251253966435006,0.3043226871337001,13.45180176060748,32.92146546031391,37.40203055172185,155.8320452672114,133.49795473278863,-0.10569590875936608,-0.07938566552901016,-0.029572600374154434
AAPL,2022-11-16,148.79,64218300,148.77,0.09822456431083978,1,155.31775,152.3341,147.2798,0.028230484141337397,0.2983906415678448,0.3486076949724133,61.46782889289835,55.78551252713173,53.21157837301045,157.34017714925054,135.2188228507495,-0.01463576158940405,0.05659707427922167,0.035060869565217256
AAPL,2022-11-23,151.07,58301400,150.4225,0.015207389716027659,1,154.736,152.908,146.61700000000002,0.016012192763309934,0.2881188038820232,0.3442886126177691,65.53677001097077,57.99485293701858,55.125020002031256,157.95701196000581,135.54898803999416,-0.06406046713338709,0.07507828067179045,-0.008336615465406427
AAPL,2022-11-30,148.03,111380900,144.675,-0.014419618746337173,0,154.21405000000001,152.9115,145.9586,0.03662525700147421,0.2899291681697358,0.34774002140277777,60.14803764603653,52.234209263328445,51.413430018858804,155.59401616453258,135.61198383546744,-0.10447670901391415,-0.004572658193800039,-0.03462892917699234
AAPL,2022-12-07,140.94,69721100,141.625,-0.0490806880265244,0,153.61785,152.8069,145.3022,0.06015069088795564,0.27728402334268304,0.34709903014746035,15.362002829068004,37.64051555147235,42.30757588819425,154.9997067981479,138.7952932018521,-0.17665615141955837,-0.04744525547445266,0.014540742873596413
AAPL,2022-12-14,143.21,82291200,144.095,0.015977816591734886,1,153.12785,152.3224,145.2804,0.05423708453942303,0.2340696063144961,0.3332300110765833,40.60605052894838,44.85006645521753,46.26347913486489,152.92521905100654,139.69178094899348,-0.1785120174381919,0.057446651406630744,-0.03419206905853789
AAPL,2022-12-21,135.45,85928000,134.4975,-0.055709515959507266,0,152.42,151.1361,144.4766,0.04169878444728983,0.22409324937030523,0.3579474919315511,50.7779591074599,37.47740630979505,39.73451654586997,153.29038753964574,131.54061246035428,-0.2170067633967282,-0.020394879583423897,-0.08485913113978782
AAPL,2022-12-28,126.04,85438400,128.1525,-0.04847275423183614,0,151.8867,149.7647,143.63739999999999,0.028128916654880858,0.1579125528334281,0.355291148743198,8.85261341340086,23.1248759068107,29.714333029033284,152.67438351705792,125.71561648294205,-0.29700485247364594,-0.09473533002944756,-0.12605741228678402
AAPL,2023-01-04,126.36,89113633,126.7475,-0.028630217129344045,0,151.24515,148.1992,142.29139999999998,0.031502408740241,0.14903438807316155,0.3540443454009549,36.22334731988306,32.8742011448994,34.87807525821759,148.17611898145034,122.23288101854965,-0.30575243118509965,-0.11586901763224178,-0.14511873350923488
AAPL,2023-01-11,133.49,69458949,132.1775,0.05489159273375655,1,150.2242,146.0191,140.238,0.05690559471952848,0.18597320483748372,0.34133786598505383,85.36028530250474,54.96506032646758,48.89483888346972,142.3583028163803,121.6366971836197,-0.22475172774260987,-0.08247989552546564,-0.06098761958356769
AAPL,2023-01-18,135.21,69672800,136.4175,0.03369499779689812,1,149.3861,144.6738,139.2664,0.027451362487956467,0.21934181627266916,0.3518538051282793,72.09008522540996,58.376365433535,51.74413784921028,137.5768902688595,124.38110973114048,-0.21875541688334188,-0.10456953642384104,-0.00945054945054935
AAPL,2023-01-25,141.86,65799349,140.9975,0.0480115304032741,1,148.5204,143.5486,139.2684,0.014340711236125776,0.2373613798166494,0.32452891860152666,81.4783401446402,71.7020319727081,62.19751105787974,143.21464375971325,122.18635624028676,-0.12226209627521345,-0.06424802110817929,0.07282764879376868
AAPL,2023-02-01,145.43,77663633,144.3325,0.024854215415678067,1,147.9375,142.9875,138.77,0.041599641025240254,0.18385182090237562,0.2981172032901284,71.08211498083782,70.08929499577819,64.14665339141132,149.4017373633857,124.19226263661429,-0.16792539192127243,-0.09111930504343468,0.11929500500269374
AAPL,2023-02-08,151.92,64120100,152.8875,0.043659195314411474,1,147.61605,142.8005,139.0692,0.021131378163948507,0.15413525156508603,0.30667478345404664,52.35932600179234,66.05111288035715,64.70738773196081,156.69491220737987,129.07308779262016,-0.11499475707794482,-0.07882609750181901,0.16726853630426408
AAPL,2023-02-15,155.33,65669252,154.205,0.02219781949578558,1,147.44965,142.7577,139.7636,0.04151186532335112,0.12191371711653591,0.29881558944977304,77.26759545401666,69.96980320288414,67.3754121916313,159.25330172758578,135.65969827241423,-0.08023448602558014,-0.10229439981506094,0.1426364572605563
AAPL,2023-02-22,148.91,51011305,148.7225,-0.028402160704377146,1,147.26675,142.7662,140.37400000000002,0.05429600247222692,0.14682577797397392,0.30232675983750246,23.728711189253332,47.791720494223554,53.09148492976807,158.1574254408867,141.44257455911332,-0.10992229527794395,-0.11135644805156053,0.05527602579547852
AAPL,2023-03-01,145.31,55479000,146.095,-0.024472705269509173,0,147.18595,142.9774,140.87240000000003,0.032577417693908074,0.18333449988368183,0.3014169479096699,17.48779669275227,38.22820988055107,45.76498720427696,156.75079628295134,144.62020371704864,-0.11997335271317833,-0.09957863427934066,0.016153846153846185
AAPL,2023-03-08,152.87,47204800,152.745,0.05071849568033826,1,147.36185,143.4972,142.64,0.021192083547800104,0.1744745033375429,0.2640408997485469,68.22845297256114,59.67578267953459,58.4442814025684,156.30385882899125,144.87814117100876,-0.04036409290646581,-0.010742250695657818,0.007513346075265437
AAPL,2023-03-15,152.99,77167900,151.8375,0.0007846727663448169,1,147.61075,143.9347,144.7934,0.0274499362589074,0.15732612794421166,0.2449912227136104,70.94716181903134,58.617611680504965,57.396317550860836,155.89556431089858,144.7154356891014,0.01573496215642023,-0.005525221008840342,-0.005589860253493617
AAPL,2023-03-22,157.83,75701811,159.27,0.031145944631537942,1,147.81865,144.37030000000001,147.77620000000002,0.012610417636676202,0.15631566678163872,0.22353331723754358,63.83218275317031,64.71238539356497,62.34853967413511,159.55629040318055,143.69270959681947,-0.04565243681219,0.005927342256214274,0.06297144396551735
AAPL,2023-03-29,160.77,51305700,160.135,0.018456267764043095,1,148.18515,144.8335,150.3272,0.03712196969244892,0.15240788739743677,0.21567527430586278,72.96941590132266,66.58124816279329,64.13851024604293,162.7210464372139,146.4409535627861,-0.08445330296127551,0.059370057986294356,0.09063157180652603
AAPL,2023-04-05,163.76,51511744,163.8375,0.01842716917816537,0,148.9908,146.1562,152.94379999999998,0.030597099468240175,0.12162496242625029,0.21677341789574148,47.250885737261,64.57989799231765,64.241100898784,168.06355580971425,147.8564441902857,-0.08226854965254426,0.12087611225188222,0.08021108179419523
AAPL,2023-04-12,160.1,50133100,160.79,-0.03395776496139396,0,149.47299999999998,146.6832,154.4006,0.04476479331537077,0.1321201299145922,0.2188092839919898,18.03068241400173,48.21132469098239,53.835123977729516,167.33867460912762,153.12532539087243,-0.05873361161737911,0.1401509756444952,0.06399946833255798
AAPL,2023-04-19,167.63,47720200,166.7825,0.045960549640517545,1,150.1536,147.4943,156.0672,0.03703117824936847,0.12049526287643333,0.21527424875375012,85.86677939992786,68.91953010141145,66.2853815537884,168.93125047727403,156.490749522726,0.015508572120918496,0.1770943051751983,0.06499364675984753
AAPL,2023-04-26,163.76,45498800,163.725,-0.023357228290152406,0,150.66255,148.4136,157.3118,0.023367361624255706,0.1238301341911125,0.1969558386626414,23.605119492316717,49.80751244619524,54.74345118573521,168.39087303181475,160.19012696818527,0.005402750491159125,0.0957510873201739,0.034622188526661546
AAPL,2023-05-03,167.45,65136018,168.7575,0.022282857887179555,1,151.19559999999998,149.5843,158.9198,0.005758370377963692,0.1192950621967161,0.1961363099655596,39.829824812863116,57.00028753116559,59.01893858544142,170.69731303596186,160.26768696403812,0.06007850088630029,0.09201773835920157,0.007702954805319795
AAPL,2023-05-10,173.56,53724501,173.1275,0.03583856168993639,1,151.6544,150.9864,161.2766,0.014785903823785352,0.11633506971622641,0.17411066548798296,70.55232214857381,66.80315443219851,65.39887597502039,174.05944819545815,161.58955180454186,0.14139155596475073,0.24935214511949333,0.0793532338308458
AAPL,2023-05-17,172.69,57951604,171.9375,-0.005025281333571367,1,152.02135,152.9066,163.586,0.008568038443210971,0.10705561963275374,0.1646264083450963,60.20264105831242,61.66344141241946,62.07925965786507,176.3551279429837,162.5988720570163,0.18654665384086844,0.16462098732128405,0.03736408962575832
AAPL,2023-05-24,171.84,45143500,171.4675,-0.004934268276078729,1,152.24955,155.08700000000002,165.8418,0.02043976181579907,0.09554334985452531,0.15595514091312657,29.064808910952664,50.750817108866364,55.475378473643595,176.70382885352274,166.57817114647725,0.20075466424428745,0.16100263495709766,0.049276424253526185
AAPL,2023-05-31,177.25,99625300,177.6725,0.032628105763557125,1,152.39065,157.0529,167.47639999999998,0.03862377092279721,0.09335809256772126,0.1535369965821244,85.03365574634896,69.54851925519223,66.68285296344129,178.34388637938298,167.613113620617,0.18450948944132595,0.22902510054084035,0.045167757532873276
AAPL,2023-06-07,177.82,61944615,178.6975,0.0032106372807560635,0,152.5467,159.4554,169.53800000000004,0.03656144829473139,0.09365991097272813,0.1508417590314394,34.02205097260831,58.898522710614465,61.24888450033389,181.1858147213484,169.3281852786516,0.21677843164089228,0.212712268976335,0.02489913544668587
AAPL,2023-06-14,183.95,57462900,183.4325,0.03389217885779033,1,152.92970000000003,161.79070000000002,171.5526,0.02846525198151394,0.091179289896641,0.15019300985874898,81.29298417422952,73.88108571200499,71.04280691607758,185.41997382025863,169.95002617974137,0.3948286320897785,0.2730984843241746,0.06904166908816167
AAPL,2023-06-21,183.96,49515700,184.215,0.0035396339404496838,1,153.45185,163.4951,173.229,0.02478774327510022,0.08182669861813002,0.14123453613607875,42.119629452197486,64.43422326601257,65.87481388844733,188.4485155244305,171.2014844755695,0.398297354819094,0.36763065943052586,0.05023978077186575
AAPL,2023-06-28,189.25,51216801,188.67,0.028350549645834968,1,154.2425,165.563,175.61620000000002,0.024709124236715313,0.07827995586846126,0.12346964760817442,80.21137871655444,73.12551989295136,71.41872328090112,189.9158298166873,176.44817018331267,0.3359452209515743,0.4352343394509326,0.07877786011514565
AAPL,2023-07-05,191.33,46920300,191.625,0.017238625047980502,1,154.9545,167.10850000000002,177.64780000000002,0.02635927565246448,0.07262707488159094,0.12177083292598069,54.66177485330032,67.39574312632939,68.35023245671692,194.04072515948596,177.27127484051405,0.3771683581659828,0.4725621488493805,0.057363912683061846
AAPL,2023-07-12,189.77,60750248,189.905,-0.008186873331023966,0,155.85655,168.9554,180.00779999999997,0.030541909864630686,0.08421581154827203,0.12552610128281816,52.94477030955944,57.168622964552576,60.66959552288996,194.03948957214976,181.93251042785027,0.309933043418237,0.4580868228966577,0.04868479221927502
AAPL,2023-07-19,195.1,80507323,194.77,0.027699435063177912,1,156.9504,171.0654,182.39,0.028468310464475205,0.0890237448928604,0.1278259728833278,88.63287462124967,72.50824231871506,70.12115670023555,195.90994293521018,184.14705706478983,0.32657917998232144,0.4351919964690305,0.05505083279255896
AAPL,2023-07-26,194.5,47471900,194.2825,-0.003080084570564535,0,158.18720000000002,173.3922,184.40579999999997,0.010985510019878042,0.08581764684886167,0.12442501639575199,73.88317006499557,64.58931648378851,64.61391493280279,195.8181735919335,187.7358264080665,0.27165740438051666,0.36462499122991643,0.04981918281427111
AAPL,2023-08-02,192.58,50389327,193.6625,-0.009920511246363041,0,159.55155000000002,175.52990000000003,186.5388,0.027792558932784053,0.08869414776151605,0.11769382474987561,25.426626183280433,48.152594038610054,53.70869765837987,197.23780991143067,188.02519008856936,0.1923719893505047,0.3346732275278954,0.0006235061831030286
AAPL,2023-08-09,178.19,60378500,179.25,-0.07766125507281456,0,160.5426,177.0259,187.4184,0.017894428292866974,0.17937976565835845,0.2176527278881041,11.051721037333564,22.15305945048314,30.098376607265138,202.1660458107489,179.2019541892511,0.08079092618426631,0.15221467830585178,-0.0525840068056147
AAPL,2023-08-16,176.57,46964900,177.185,-0.00913299842461654,1,161.27275,178.0339,187.2998,0.022131258147937545,0.1849306242659749,0.22516217591900428,21.09298273977744,24.66460590722984,30.473594193129784,202.22651969507734,171.66048030492266,0.019516138345170075,0.1525456919060053,-0.08857688535590769
AAPL,2023-08-23,181.12,52722800,179.88,0.025442396700111305,1,161.96795,178.86759999999998,186.9064,0.042576149560989505,0.17874438452598215,0.22311305221539227,85.97049665239096,52.121370669308185,47.0719294946945,198.25169449170315,167.3093055082969,0.08086172942650838,0.21630515076220536,-0.06455944633818822
AAPL,2023-08-30,187.65,60813900,186.295,0.03541873056621165,1,163.01,179.6859,186.58140000000003,0.015077750181255298,0.19450353908029627,0.22545449471570547,88.64364435557309,66.55404580992654,59.38813609001559,187.66420866775442,171.22279133224558,0.16278349237823786,0.2913770559493496,-0.04069321609324683
AAPL,2023-09-06,182.91,81755816,185.4075,-0.0065934903612063,1,163.77565,180.7004,186.722,0.06515316458041148,0.2241297456045826,0.24571963135981587,26.807590230311504,48.57791167833007,48.88249750226325,189.99924038461558,170.7007596153844,0.17392978627815925,0.2065303430079155,0.022700587084148793
AAPL,2023-09-13,174.21,84267928,175.5,-0.048732760535766126,0,164.44735,181.2446,185.3676,0.021699555077424146,0.2243550125051264,0.27275598333181433,14.616948596363116,33.63729623063381,37.76038462150523,190.1438470007799,170.0311529992201,0.0659609618797039,0.14168687332066332,-0.029254429956536265
AAPL,2023-09-20,175.49,58436200,177.4625,0.007320593173447128,1,165.21455000000003,181.8145,184.02300000000002,0.030053564974808267,0.18702183488823057,0.26447949584641306,35.10559780708665,40.76518012166834,42.131856882853974,190.0268727527321,170.6631272472679,0.13600466079751428,0.1017704671019588,-0.001990445859872625
AAPL,2023-09-27,170.43,66921808,171.285,-0.029257405988370087,0,165.94580000000002,182.0759,182.1924,0.0354781944860443,0.19019533119264992,0.266129924967411,18.212912985158624,32.656685058348714,36.41507972338377,189.9856312591958,167.38136874080422,0.13039729389135757,0.0810656517602284,-0.05416504800488364
AAPL,2023-10-04,173.66,53020300,172.4825,0.018774709395353806,1,166.6952,182.03150000000002,180.09580000000003,0.03510929549770964,0.18531707112807827,0.2582731818721017,63.429220396541815,46.509995781344365,44.62607130605349,180.17077437273232,169.60822562726767,0.21909441909441907,0.048481555273803156,-0.08455455983131255
AAPL,2023-10-11,179.8,47551100,178.8625,0.034745757405020915,1,167.80879999999996,182.28279999999998,178.3752,0.005488467981247797,0.1574356648898079,0.27285002032494393,85.00501538436453,64.07287845521478,56.6768617694859,180.71328790375037,169.46271209624967,0.28044438114228765,0.12304809494066227,0.019852524106636515
AAPL,2023-10-18,175.84,54764400,176.0275,-0.0222706313822087,0,169.02779999999998,182.53799999999998,177.71280000000002,0.025073754460226125,0.12070015549629565,0.2667016546282837,17.230508204596276,44.87070529474732,46.61511640599796,181.7171159592772,169.25788404072281,0.2347447510708518,0.04897691344031507,-0.01803763891215715
AAPL,2023-10-25,171.1,57157000,171.6725,-0.027326309757163453,0,170.17610000000002,182.2866,177.2132,0.011597327064921684,0.12431773286440188,0.2222675190281909,10.72521379384564,30.57657590886906,37.13996691230388,181.5717921916176,169.2722078083824,0.14486450317832045,0.044821690278456394,-0.00500116306117715
AAPL,2023-11-01,173.97,56934906,172.33,0.016634689658311223,0,171.08515,181.8066,176.6534,0.037815094285205984,0.13160168848552725,0.22834700915147924,78.96100576939376,53.24624227465316,49.537912265358614,182.61513631419277,167.07186368580724,0.13453762879874787,0.038936996118244416,0.009106728538283093
